PrecoUnitario|Quantidade|Data:ALFA|Pais:ALFA|Cidade:ALFA|Empresa:ALFA|Cliente:ALFA|CEP:ALFA|Categoria:ALFA|Produto:ALFA
3,60|6|1996-08-14 00:00:00.000|Spain|Seattle|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Seattle|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Seattle|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Seattle|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Seattle|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Seattle|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Santa Luzia|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Santa Luzia|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Santa Luzia|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Santa Luzia|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Santa Luzia|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Santa Luzia|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Santa Luzia|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Santa Luzia|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Santa Luzia|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Santa Luzia|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Santa Luzia|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Santa Luzia|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
3,60|6|1996-08-14 00:00:00.000|Spain|Santa Luzia|Romero y tomillo|ROMEY|28001|1|Guaraná Fantástica
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Romero y tomillo|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Romero y tomillo|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Romero y tomillo|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Romero y tomillo|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Romero y tomillo|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Romero y tomillo|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Romero y tomillo|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Romero y tomillo|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Romero y tomillo|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Romero y tomillo|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Santa Luzia|Romero y tomillo|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Seatle|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Seatle|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Seatle|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Seatle|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Seatle|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Seatle|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Seatle|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Seatle|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Seatle|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Seatle|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
6,20|30|1996-08-14 00:00:00.000|Sweden|Seatle|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
